player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Zion DeBose,56476,ED,VA TECH,4,2,0,,0,0,337,62.8,66.2,79.9,65.8,55.8,51.0,0,2,0,,33.3,2,0,0,0.0,0,2,1,0,0,68,67,0,0,67,0,0,1,46,22,0,1,2,0,4,0,0,0,
Christian Mejia,56478,DI,WASH STATE,1,0,0,,0,0,341,,72.5,73.5,72.2,61.4,70.2,1,1,0,,,0,0,0,0.0,0,1,0,0,0,23,23,0,23,0,0,0,0,18,5,0,1,0,0,3,0,0,0,
Will Rodgers,56479,ED,WASH STATE,2,2,0,,0,0,341,60.5,63.0,79.6,64.9,54.6,25.4,1,2,0,,50.0,2,0,0,0.0,0,0,0,0,3,74,74,0,0,74,0,0,0,51,20,0,0,0,0,3,0,0,0,
Dallas Hobbs,56481,DI,WASH STATE,4,0,0,,0,0,341,62.5,57.1,79.0,64.8,45.4,76.9,2,4,0,,0.0,0,0,0,0.0,0,0,0,0,0,127,127,0,113,0,14,0,0,76,51,0,3,7,0,6,0,0,0,
Michael Balistreri,56483,DI,WISCONSIN,2,0,0,,0,0,349,,64.5,70.6,57.7,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,8,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0,
Matt Henningsen,56484,DI,WISCONSIN,2,1,0,,0,0,349,,76.8,73.3,62.0,77.1,72.8,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,19,19,0,10,0,9,0,0,9,10,0,1,1,0,1,0,0,0,
Victor Jones,56486,ED,WYOMING,3,3,1,100.0,0,0,351,51.0,60.5,83.8,56.9,69.6,26.9,3,3,0,6,42.1,8,0,0,79.2,3,2,1,0,11,192,191,0,1,190,0,0,1,103,78,0,8,8,3,8,0,6,9,2.0
LaBryan Ray,56501,ED,ALABAMA,7,2,1,50.0,0,0,103,57.8,71.4,81.6,64.5,76.6,59.7,0,9,0,-12,9.1,1,0,0,56.3,1,1,0,0,0,164,164,5,61,57,41,0,0,99,65,0,8,8,2,10,0,-12,-9,-12.0
Phidarian Mathis,56504,DI,ALABAMA,13,7,2,,0,0,103,77.5,80.0,58.7,79.5,72.7,64.6,2,13,0,,9.4,3,1,1,0.0,0,3,0,0,0,357,356,77,199,10,70,0,1,206,151,0,18,22,0,18,0,0,0,
Demetrius Taylor,56513,ED,APP STATE,12,7,3,,0,2,108,53.9,85.3,33.7,90.2,78.1,60.3,3,29,0,,18.2,6,0,3,0.0,0,7,1,0,2,556,553,2,37,172,342,0,3,276,278,0,22,20,0,39,0,0,0,
Kurtis Brown,56517,DI,FRESNO ST,4,4,0,,0,0,169,59.2,56.0,79.3,62.1,52.1,60.9,0,1,0,,14.3,1,0,0,0.0,0,2,0,0,1,110,110,14,94,0,2,0,0,58,51,0,3,2,0,3,0,0,0,
Tyler Johnson,56520,ED,ARIZONA ST,4,1,0,,2,0,110,71.4,67.9,0.0,72.3,62.4,83.1,4,10,0,,7.7,1,0,3,0.0,0,5,1,0,3,173,172,0,1,165,6,0,1,93,77,0,11,11,0,19,0,0,0,
Shannon Forman,56522,ED,ARIZONA ST,4,1,0,,0,0,110,60.1,61.3,81.7,57.4,62.4,76.7,0,6,0,,20.0,1,0,0,0.0,0,0,0,0,2,144,144,0,23,114,7,0,0,63,79,0,3,3,0,6,0,0,0,
D.J. Davidson,56523,DI,ARIZONA ST,4,10,0,,0,0,110,66.5,65.0,84.7,66.6,58.9,79.3,2,7,0,,4.8,1,0,0,0.0,0,1,0,0,0,215,215,91,118,0,6,0,0,110,105,0,6,10,0,10,0,0,0,
Hunter Moreton,56528,DI,ARK STATE,4,0,0,,0,0,113,,46.8,75.8,60.6,41.2,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,26,26,21,5,0,0,0,0,15,11,0,0,0,0,0,0,0,0,
Jack Hough,56535,DI,ARMY,2,0,0,,0,0,114,,54.4,72.1,57.8,56.1,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,7,2,0,0,0,0,4,5,0,0,0,0,0,0,0,0,
Nick Stokes,56544,DI,ARMY,10,2,0,,0,0,114,,65.0,84.0,67.6,60.8,55.5,3,2,0,,14.3,1,0,0,0.0,0,0,0,0,0,160,160,131,27,0,2,0,0,70,90,0,4,4,0,5,0,0,0,
Tyrone Truesdell,56552,DI,AUBURN,10,3,0,,0,0,115,60.0,47.9,44.8,53.8,47.6,43.5,0,2,0,,11.1,3,0,2,0.0,0,0,2,0,0,433,430,126,300,0,4,0,3,196,237,0,15,21,0,2,0,0,0,
Walter Haire,56555,DI,BOWL GREEN,5,2,1,,0,0,122,,55.8,19.2,60.1,56.9,78.5,1,3,0,,0.0,0,0,2,0.0,0,0,2,0,0,234,232,9,181,2,40,0,2,97,137,0,7,8,0,4,0,0,0,
Jordan Murphy,56557,DI,BOWL GREEN,5,2,0,,1,0,122,,42.9,0.0,69.5,39.0,39.7,0,5,0,,28.6,2,0,3,0.0,0,0,0,0,0,173,173,80,93,0,0,0,0,64,109,0,0,3,0,5,0,0,0,
Tedarrell Slaton,56597,DI,FLORIDA,12,10,0,,0,0,163,,68.8,69.7,70.1,65.6,36.1,8,9,0,,20.0,8,0,1,0.0,0,2,0,0,0,536,536,211,316,0,9,0,0,261,275,0,18,22,0,19,0,0,0,
Malik Herring,56616,ED,GEORGIA,10,4,2,100.0,0,0,173,56.4,73.1,61.8,68.1,78.3,68.5,6,15,0,3,15.0,3,0,1,79.2,1,2,1,0,6,360,359,4,25,228,102,0,1,213,141,0,13,13,1,23,0,3,10,3.0
Alexander Duke,56623,ED,HOUSTON,7,1,0,,0,0,182,61.3,69.2,81.9,60.2,74.8,79.1,2,1,0,,0.0,0,0,0,0.0,0,0,2,0,3,74,72,0,0,70,2,0,2,47,24,0,3,4,0,3,0,0,0,
Payton Turner,56624,ED,HOUSTON,5,5,0,,0,1,182,60.5,87.7,83.9,90.0,74.2,74.4,2,4,0,,10.0,2,0,0,0.0,0,5,0,0,1,201,201,0,7,163,31,0,0,103,97,0,15,13,0,11,0,0,0,
Isaiah Gay,56635,ED,ILLINOIS,7,7,1,,0,0,187,61.8,73.9,59.0,77.0,67.3,66.3,4,11,0,,8.7,2,0,1,0.0,0,3,0,0,0,295,295,0,2,292,1,0,0,147,148,0,11,14,0,18,0,0,0,
Owen Carney Jr.,56637,ED,ILLINOIS,8,10,0,,0,1,187,61.9,56.5,24.0,69.8,49.8,59.4,2,15,0,,14.8,4,0,4,0.0,0,5,0,0,3,513,513,0,3,497,13,0,0,223,287,0,16,13,0,22,0,0,0,
Jamal Woods,56640,DI,ILLINOIS,4,1,0,,1,0,187,60.0,44.9,18.3,53.7,45.6,43.3,0,0,0,,25.0,1,0,1,0.0,0,0,0,0,0,105,105,0,105,0,0,0,0,54,51,0,1,2,0,0,0,0,0,
Deon Pate,56641,DI,ILLINOIS,8,3,0,,0,0,187,,43.4,24.0,60.2,39.1,73.4,1,2,0,,0.0,0,0,1,0.0,0,0,0,0,0,124,124,0,124,0,0,0,0,57,67,0,0,0,0,3,0,0,0,
Tramar Reece,56645,ED,INDIANA,3,0,0,66.7,0,0,190,55.0,61.6,79.5,54.0,71.0,42.3,0,0,0,12,25.0,1,0,0,78.5,2,0,6,0,13,48,39,0,0,39,0,0,9,15,20,3,2,3,3,0,0,15,21,7.5
Michael Ziemba,56646,ED,INDIANA,8,4,0,100.0,0,0,190,58.0,50.2,84.9,50.9,48.4,43.2,1,4,0,27,20.0,3,0,0,118.8,1,0,2,0,32,197,195,0,0,194,1,0,2,106,59,0,6,8,1,5,0,27,4,27.0
Alfred Bryant,56647,ED,INDIANA,5,1,2,50.0,0,0,190,50.7,61.5,38.8,63.4,69.6,49.3,0,5,0,7,12.5,1,0,1,56.3,2,0,9,0,42,174,158,0,0,158,0,0,16,62,70,7,3,6,4,5,0,10,0,5.0
Dalles Jacobus,56651,DI,IOWA,2,0,0,,0,0,192,59.7,48.3,77.4,55.4,47.5,67.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,32,32,9,23,0,0,0,0,18,13,0,1,1,0,0,0,0,0,
Tucker Robertson,56652,ED,IOWA STATE,8,0,0,,0,0,193,,55.7,78.4,62.5,49.2,70.2,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,63,63,0,4,48,11,0,0,36,27,0,0,1,0,1,0,0,0,
Abule Abadi-Fitzgerald,56670,DI,KENTUCKY,5,0,0,,0,0,202,,57.6,76.8,62.6,54.7,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,44,44,17,13,0,14,0,0,17,27,0,0,0,0,1,0,0,0,
Chris Whittaker,56671,ED,FIU,4,3,0,,0,0,166,60.0,66.7,81.1,54.8,72.4,52.0,1,2,0,,14.3,1,0,0,0.0,0,0,2,0,1,111,109,0,1,107,1,0,2,49,61,0,2,3,0,3,0,0,0,
Phil Hoskins,56672,DI,KENTUCKY,11,15,1,,0,0,202,59.7,57.6,30.3,65.9,53.8,71.9,4,11,1,,7.1,2,0,3,0.0,0,1,0,0,2,517,516,14,245,15,242,0,1,273,242,0,8,11,0,16,0,0,0,
Quinton Bohanna,56673,DI,KENTUCKY,8,3,2,,0,0,202,60.0,75.4,60.0,69.3,77.1,63.7,4,8,0,,9.1,1,0,1,0.0,0,0,0,0,0,307,307,216,86,1,4,0,0,185,122,0,5,7,0,12,0,0,0,
Jayod Sanders,56674,ED,LIBERTY,9,2,0,50.0,0,0,206,45.5,56.6,81.6,59.5,60.4,48.8,0,2,0,7,25.0,1,0,0,58.3,1,2,0,0,11,99,96,0,0,95,1,0,3,50,38,2,3,1,2,4,0,7,6,7.0
Mason Wolk,56676,DI,LIBERTY,10,1,0,100.0,0,0,206,54.5,53.1,80.2,59.5,51.5,74.5,0,4,0,16,33.3,1,0,0,118.8,1,2,0,0,1,142,142,23,110,0,9,0,0,109,32,0,2,1,1,6,0,16,11,16.0
Ralfs Rusins,56679,DI,LIBERTY,11,10,0,,0,1,206,59.9,67.1,40.6,66.1,67.9,71.8,1,9,0,,8.8,3,0,2,0.0,0,1,0,0,1,384,384,121,261,0,2,0,0,181,202,0,15,21,0,11,0,0,0,
Milton Williams,56682,DI,LA TECH,10,10,1,,0,0,208,63.0,90.8,45.4,89.7,88.4,58.9,4,20,0,,18.0,9,0,2,0.0,0,6,7,0,1,493,486,4,169,39,274,0,7,248,244,0,29,31,0,30,0,0,0,
Jamare Edwards,56686,DI,MARSHALL,10,10,0,,0,2,214,60.6,85.0,0.0,74.7,91.1,72.0,3,8,0,,3.7,1,1,6,0.0,0,3,1,0,0,359,357,16,274,15,52,0,2,183,176,0,13,16,0,14,0,0,0,
Rodney Croom,56687,DI,MARSHALL,10,10,0,,0,0,214,60.1,47.5,35.2,52.0,48.6,64.5,1,2,0,,10.5,2,0,2,0.0,0,1,1,0,1,351,349,74,267,3,5,0,2,172,178,0,8,7,0,4,0,0,0,
Bryce Brand,56691,ED,W VIRGINIA,2,0,0,,0,0,343,,54.5,0.0,67.8,62.3,47.6,1,0,0,,33.3,1,0,1,0.0,0,0,5,0,0,10,5,0,0,5,0,0,5,3,7,0,1,2,0,1,0,0,0,
Lawtez Rogers,56692,ED,MARYLAND,3,1,0,,0,0,215,,50.3,81.9,60.2,44.7,29.5,2,3,0,,33.3,2,0,0,0.0,0,0,2,0,0,129,127,0,0,118,9,0,2,49,80,0,2,3,0,5,0,0,0,
O'Bryan Goodson,56700,DI,MEMPHIS,8,7,0,,0,2,218,57.8,88.4,51.2,83.7,88.0,69.5,0,15,0,,6.5,2,0,2,0.0,0,4,0,0,2,485,485,357,110,1,17,0,0,281,202,0,20,22,0,19,0,0,0,
JoJo Dorceus,56701,ED,MEMPHIS,11,5,0,,0,0,218,62.3,76.1,83.3,62.7,81.5,65.4,5,9,0,,12.1,4,0,0,0.0,0,2,3,0,1,423,420,11,95,44,270,0,3,235,187,0,22,24,0,16,0,0,0,
Jonathan Ford,56705,DI,MIAMI FL,10,5,0,,0,0,220,60.0,58.0,83.3,60.2,54.8,70.4,1,3,0,,5.3,1,0,0,0.0,0,0,0,0,0,350,350,39,301,1,9,0,0,190,160,0,12,13,0,4,0,0,0,
Kwity Paye,56713,ED,MICHIGAN,4,2,0,,0,0,222,58.3,86.3,84.6,87.1,76.7,51.8,4,16,0,,20.0,4,0,0,0.0,0,2,0,0,2,258,258,11,1,225,21,0,0,138,118,0,13,14,0,22,0,0,0,
Luiji Vilain,56715,ED,MICHIGAN,5,2,0,,1,0,222,60.0,53.8,0.0,64.2,59.2,28.2,0,1,0,,37.5,3,0,2,0.0,0,0,0,0,0,109,109,0,5,100,4,0,0,59,50,0,2,3,0,1,0,0,0,
Phillip Paea,56717,DI,MICHIGAN,1,0,0,,0,0,222,,50.7,67.5,,56.2,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
Donovan Jeter,56718,DI,MICHIGAN,6,3,1,,0,0,222,,68.0,82.1,67.3,65.2,77.8,0,5,0,,0.0,0,0,0,0.0,0,0,0,0,0,231,231,48,171,0,12,0,0,106,125,0,7,8,0,5,0,0,0,
Aubrey Solomon,56719,DI,TENNESSEE,10,5,0,,0,0,307,60.0,74.3,81.6,56.1,80.3,70.6,2,0,0,,5.6,1,0,0,0.0,0,0,0,0,0,187,187,54,123,0,10,0,0,88,99,0,7,12,0,2,0,0,0,
Aaron Odom,56721,ED,MISS STATE,11,1,0,100.0,0,0,227,45.8,42.0,28.5,57.5,38.7,24.8,0,6,0,8,43.8,7,0,2,100.0,1,2,2,0,6,301,299,0,81,140,78,0,2,156,139,0,7,8,1,8,0,8,9,8.0
Chris Turner,56726,DI,MISSOURI,10,3,0,,0,0,229,60.0,62.6,82.2,64.3,58.1,53.5,1,10,0,,11.1,1,0,0,0.0,0,0,0,0,0,278,278,2,68,69,139,0,0,158,120,0,3,5,0,11,0,0,0,
Caleb Sampson,56729,DI,KANSAS,9,6,0,,0,0,198,62.6,65.6,81.8,59.6,66.1,70.9,1,8,0,,4.8,1,0,0,0.0,0,0,0,0,0,469,469,2,98,37,332,0,0,223,246,0,10,14,0,9,0,0,0,
Akial Byers,56730,DI,MISSOURI,9,10,0,,0,1,229,61.9,56.1,83.8,65.5,49.1,41.1,2,8,0,,19.2,5,0,0,0.0,0,0,0,0,0,352,352,105,100,16,131,0,0,150,202,0,6,11,0,10,0,0,0,
Kobie Whiteside,56732,DI,MISSOURI,5,0,0,,0,0,229,60.0,61.6,84.0,72.7,51.2,78.7,2,6,0,,0.0,0,0,0,0.0,0,0,0,0,0,204,204,170,28,0,6,0,0,105,99,0,7,13,0,8,0,0,0,
Damian Jackson,56747,ED,NEBRASKA,5,0,0,,0,0,238,49.3,69.7,77.9,64.6,77.1,73.9,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,3,36,36,0,0,35,1,0,0,17,16,0,2,2,0,1,0,0,0,
Deontre Thomas,56749,DI,NEBRASKA,2,0,0,,0,0,238,,67.4,69.4,59.2,64.4,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,6,6,0,4,1,1,0,0,3,3,0,0,0,0,0,0,0,0,
Marcus Buckley,56754,DI,NEW MEX ST,2,0,0,,0,0,242,,61.1,13.8,56.7,70.2,38.8,0,2,0,,33.3,1,0,1,0.0,0,0,0,0,0,94,94,1,40,8,45,0,0,61,33,0,2,2,0,2,0,0,0,
Xach Gill,56758,DI,N CAROLINA,4,1,0,,0,0,245,,51.4,75.0,54.2,52.8,29.7,0,1,0,,40.0,2,0,0,0.0,0,0,0,0,0,34,33,0,21,1,11,0,1,24,10,0,0,2,0,1,0,0,0,
Jordon Riley,56759,DI,NEBRASKA,7,0,0,,0,0,238,,43.0,0.0,67.7,41.7,70.2,0,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,36,36,17,18,0,1,0,0,15,21,0,1,1,0,1,0,0,0,
Dion Novil,56766,DI,N TEXAS,10,9,0,,0,2,251,60.0,74.5,37.2,75.1,73.3,28.8,3,10,0,,25.0,12,0,3,0.0,0,3,2,0,0,498,496,483,13,0,0,0,2,245,253,0,29,27,0,16,0,0,0,
Joe Spivak,56783,DI,NWESTERN,9,0,0,,0,0,256,,52.3,82.9,58.1,48.4,34.5,1,3,0,,27.3,3,0,0,0.0,0,1,1,0,0,341,340,5,335,0,0,0,1,175,166,0,8,8,0,5,0,0,0,
Myron Tagovailoa-Amosa,56786,DI,NOTRE DAME,11,1,0,,0,1,258,62.1,75.0,55.2,68.3,76.7,80.2,1,16,0,,17.6,3,0,1,0.0,0,2,1,0,3,312,311,6,283,1,21,0,1,185,124,0,15,13,0,19,0,0,0,
Kurt Hinish,56787,DI,NOTRE DAME,12,4,0,,0,0,258,56.7,64.9,19.4,69.6,65.9,72.6,2,12,0,,5.6,1,0,3,0.0,0,3,1,0,4,372,371,12,357,0,2,0,1,190,178,0,14,13,0,17,0,0,0,
Kai Caesar,56792,DI,OHIO,1,0,0,,0,0,259,60.0,46.6,75.8,60.3,39.8,16.6,1,1,0,,100.0,1,0,0,0.0,0,0,0,0,1,33,33,7,26,0,0,0,0,19,13,0,0,0,0,2,0,0,0,
Jerron Cage,56796,DI,OHIO STATE,8,1,0,,0,0,260,,66.1,20.7,65.5,67.9,49.8,0,2,0,,25.0,1,0,1,0.0,0,1,1,0,0,112,111,10,101,0,0,0,1,74,38,0,2,2,0,3,0,0,0,
Haskell Garrett,56797,DI,OHIO STATE,8,5,2,,0,0,260,62.5,88.1,82.4,88.9,75.1,45.3,4,12,1,,15.0,3,0,0,0.0,0,2,1,0,1,307,306,6,244,3,53,0,1,195,111,0,14,12,0,18,0,0,0,
Isaiah Thomas,56798,ED,OKLAHOMA,11,2,1,,1,1,261,61.0,85.8,46.7,85.6,79.0,65.7,7,29,0,,24.0,6,0,2,0.0,0,10,0,0,2,451,451,2,237,169,43,0,0,316,133,0,24,17,0,46,0,0,0,
Austin Faoliu,56800,DI,OREGON,7,3,0,,0,0,264,,61.9,82.4,64.4,58.5,65.1,1,6,0,,5.9,1,0,1,0.0,0,0,1,0,0,296,295,0,228,28,39,0,1,133,163,0,10,13,0,7,0,0,0,
Jordon Scott,56802,DI,OREGON,7,2,0,,0,0,264,60.0,68.5,55.1,67.8,67.4,51.7,2,5,0,,13.3,2,0,1,0.0,0,1,2,0,0,270,268,103,163,0,2,0,2,128,142,0,8,11,0,8,0,0,0,
Popo Aumavae,56803,DI,OREGON,5,4,0,,0,0,264,,65.7,80.8,65.8,63.3,64.8,0,3,0,,7.7,1,0,0,0.0,0,0,0,0,0,97,97,35,62,0,0,0,0,40,57,0,5,8,0,3,0,0,0,
Deslin Alexandre,56807,ED,PITTSBURGH,11,1,2,,0,0,268,61.9,65.5,28.9,70.4,59.7,26.6,5,9,0,,47.1,8,0,2,0.0,0,4,1,0,1,269,268,12,39,213,4,0,1,158,110,0,11,8,0,18,0,0,0,
Mike Tverdov,56811,ED,RUTGERS,9,7,0,,0,1,278,61.5,67.8,85.9,61.2,68.2,67.4,8,7,0,,11.8,4,0,0,0.0,0,3,0,0,0,546,546,2,54,303,187,0,0,256,290,0,21,23,0,18,0,0,0,
Connor Mitchell,56821,ED,S DIEGO ST,7,5,1,100.0,0,0,284,55.6,59.2,13.0,65.5,60.7,80.7,0,6,0,20,0.0,0,0,2,158.3,1,3,0,0,4,200,200,3,55,89,53,0,0,119,77,0,5,5,1,9,1,20,0,20.0
Shane Irwin,56822,ED,BOISE ST,7,7,0,66.7,0,1,120,49.7,65.2,65.5,67.5,64.8,47.9,4,15,0,11,26.5,9,0,1,85.4,2,6,2,0,22,426,424,0,7,291,126,0,2,212,192,0,20,18,3,25,0,20,27,10.0
Toby Ndukwe,56825,ED,SMU,10,2,0,,0,0,287,60.0,56.1,82.0,61.4,51.0,34.0,1,7,0,,25.0,4,0,0,0.0,0,0,0,0,0,202,202,0,5,122,75,0,0,102,100,0,7,10,0,8,0,0,0,
Turner Coxe,56827,ED,SMU,10,5,1,40.0,1,0,287,73.6,70.8,42.7,69.0,67.3,75.8,1,15,0,5,8.3,2,0,2,47.9,2,4,18,1,33,432,383,0,17,247,119,0,49,189,210,30,18,17,5,20,0,7,17,3.5
Harrison Loveless,56829,DI,SMU,10,2,0,,0,0,287,,58.6,80.5,57.8,58.2,28.0,1,2,0,,40.0,2,0,0,0.0,0,1,0,0,0,152,152,9,86,26,31,0,0,72,80,0,1,1,0,4,0,0,0,
Brad Johnson,56831,ED,S CAROLINA,6,2,0,100.0,0,0,289,57.3,63.1,85.1,50.1,75.1,81.7,0,2,0,22,0.0,0,0,0,118.8,2,0,10,8,15,149,126,0,2,123,1,0,23,60,74,4,4,6,2,2,0,32,29,16.0
Aaron Sterling,56832,ED,S CAROLINA,4,1,0,,0,0,289,66.4,67.6,83.1,71.0,57.4,69.4,1,3,0,,10.0,1,0,0,0.0,0,2,1,0,3,164,163,0,8,123,32,0,1,81,80,0,7,8,0,6,0,0,0,
M.J. Webb,56833,DI,S CAROLINA,9,7,1,,0,0,289,,56.9,82.2,56.8,56.3,43.3,0,1,0,,16.7,5,0,0,0.0,0,0,0,0,0,236,236,40,182,0,14,0,0,87,149,0,11,18,0,1,0,0,0,
Tahj Sykes,56846,DI,SO MISS,10,10,0,,0,0,296,70.1,75.7,72.3,66.5,76.8,54.1,4,10,0,,12.9,4,0,1,0.0,0,1,2,0,3,579,576,354,169,0,53,0,3,280,296,0,16,17,0,15,0,0,0,
Andrew Cole,56848,DI,SO MISS,4,1,0,,0,0,296,,56.3,76.8,62.2,54.2,29.0,0,1,0,,40.0,2,0,0,0.0,0,0,0,0,0,51,51,18,24,0,9,0,0,16,35,0,1,2,0,1,0,0,0,
Zach Morton,56853,DI,SYRACUSE,1,0,0,,0,0,304,59.9,66.1,69.9,65.5,60.6,,1,0,0,,,0,0,0,0.0,0,0,0,0,1,5,5,0,3,2,0,0,0,2,2,0,0,0,0,1,0,0,0,
Justin Ellis,56855,ED,GA SOUTHRN,13,7,1,,0,1,174,61.0,72.0,62.5,71.0,68.8,54.3,1,13,0,,21.4,6,0,1,0.0,0,4,3,0,0,463,460,1,45,75,339,0,3,264,199,0,17,15,0,18,0,0,0,
Kingsley Jonathan,56856,ED,SYRACUSE,11,13,3,,1,1,304,56.1,69.7,25.0,69.5,73.8,82.9,5,12,0,,2.5,1,0,4,0.0,0,3,0,0,12,555,551,0,186,254,111,0,4,286,257,1,22,26,0,20,0,0,0,
Curtis Harper,56859,DI,SYRACUSE,11,3,0,,0,0,304,66.5,56.7,84.8,57.9,53.7,37.4,0,3,0,,20.0,4,0,0,0.0,0,1,0,0,0,314,314,173,139,0,2,0,0,152,162,0,9,13,0,4,0,0,0,
Terrell Cooper,56860,DI,TCU,9,4,0,,0,0,305,59.8,55.8,62.3,60.3,52.8,60.9,0,10,0,,10.5,2,0,1,0.0,0,3,2,0,2,406,404,58,329,0,17,0,2,224,180,0,11,13,0,13,0,0,0,
Corey Bethley,56861,DI,TCU,4,2,0,,0,0,305,,61.4,45.3,60.5,62.7,27.1,1,3,0,,55.6,5,0,1,0.0,0,1,1,0,0,219,218,34,174,0,10,0,1,109,110,0,3,2,0,5,0,0,0,
Arnold Ebiketie,56862,ED,TEMPLE,6,8,0,100.0,1,2,306,62.8,85.0,37.4,88.3,78.5,64.5,4,14,0,14,15.9,7,0,2,95.8,2,4,17,0,9,340,323,0,0,322,1,0,17,142,189,0,21,29,2,22,0,14,9,7.0
Ifeanyi Maijeh,56866,DI,TEMPLE,7,13,0,,0,1,306,53.5,68.5,83.2,73.1,64.5,56.4,2,10,0,,15.4,4,0,0,0.0,0,0,1,0,1,350,349,24,267,3,55,0,1,152,197,0,6,9,0,12,0,0,0,
Ta'Quon Graham,56868,DI,TEXAS,9,5,0,,0,0,311,62.1,82.5,44.0,72.3,86.2,68.0,5,11,0,,13.6,3,0,2,0.0,0,2,4,0,0,454,450,14,394,7,35,0,4,261,193,0,14,14,0,18,0,0,0,
Micheal Clemons,56872,ED,TEXAS A&M,5,3,0,,0,0,312,67.4,67.4,52.9,67.9,62.0,51.5,6,5,0,,25.0,3,0,1,0.0,0,5,0,0,2,246,246,1,3,220,22,0,0,151,93,0,7,6,0,16,0,0,0,
Tyree Johnson,56873,ED,TEXAS A&M,10,2,1,100.0,0,1,312,70.1,77.4,64.4,75.9,72.0,66.9,2,23,0,2,14.3,3,0,1,79.2,1,4,4,0,26,353,349,0,2,340,7,0,4,209,118,0,15,16,1,29,0,2,6,2.0
Jayden Peevy,56876,DI,TEXAS A&M,10,11,1,,0,0,312,73.4,74.3,62.6,73.1,66.4,61.3,3,15,0,,12.5,4,0,1,0.0,0,2,0,0,1,408,408,52,338,2,16,0,0,252,155,0,17,17,0,20,0,0,0,
Nelson Mbanasor,56883,ED,TEXAS TECH,1,0,0,,0,0,315,,58.3,75.5,59.7,56.8,73.2,1,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,35,35,2,10,6,17,0,0,25,10,0,1,2,0,3,0,0,0,
Odua Isibor,56901,ED,UCLA,6,1,0,,0,0,324,64.7,49.8,81.2,54.2,42.4,29.9,0,2,0,,22.2,2,0,0,0.0,0,0,0,0,0,138,138,0,52,69,17,0,0,71,67,0,5,6,0,2,0,0,0,
Jaelan Phillips,56902,ED,MIAMI FL,10,10,3,100.0,1,0,220,74.4,86.6,6.7,87.6,83.0,75.6,4,29,1,1,14.0,6,0,6,79.2,1,9,2,0,17,542,540,4,3,522,11,0,2,284,241,0,28,27,1,42,1,1,0,1.0
Nate Neal,56907,DI,UNLV,2,1,0,,0,0,325,,43.2,78.6,73.0,32.7,74.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,30,28,0,11,7,10,0,2,9,21,1,1,2,0,0,0,0,0,
Jalen Graves,56909,DI,UNLV,6,0,1,,0,0,325,,69.8,79.3,55.6,74.8,55.0,0,0,0,,10.0,1,0,0,0.0,0,0,0,0,0,104,103,24,52,5,22,0,1,43,61,0,7,9,0,0,0,0,0,
Kolo Uasike,56911,DI,UNLV,6,5,0,,0,0,325,60.0,76.1,4.4,82.4,73.7,70.4,3,4,0,,5.9,1,0,3,0.0,0,2,0,0,1,246,245,88,155,0,2,0,1,113,132,0,10,11,0,9,0,0,0,
Dedrick Simpson,56918,DI,UTEP,1,0,0,,0,0,330,,58.2,71.5,57.8,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,6,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,
Josh Ortega,56919,ED,UTEP,3,0,0,,0,0,330,,53.2,10.8,57.5,55.9,71.3,1,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,84,84,0,20,44,20,0,0,47,37,0,1,1,0,2,0,0,0,
Dayo Odeyingbo,56923,ED,VANDERBILT,8,2,1,,1,1,333,60.0,75.2,64.6,77.8,67.8,34.1,8,12,0,,29.6,8,0,1,0.0,0,5,1,0,0,428,427,31,30,220,146,0,1,247,181,0,15,17,0,25,0,0,0,
